"Year","Visit_date","District","School","Long","Lat","Test","Age","Num_sampled_Sh","Num_pos_Sh","Shprev","Num_sampled_Sman","Num_pos_Sman","Smanprev","Num_sampled_anySCH","Num_pos_anySCH","anySCHprev","Num_sampled_Asc","Num_pos_Asc","Ascprev","Num_sampled_Hkw","Num_pos_Hkw","Hkwprev","Num_sampled_Tri","Num_pos_Tri","Triprev","Num_sampled_anySTH","Num_pos_anySTH","anySTHprev"
2012,NA,"LILONG","KABUDULA F.P.",33.446165,-13.567755,"KK/UF","1014",30,0,0,30,2,0.0666666666666667,30,2,0.0666666666666667,30,2,0.0666666666666667,30,0,0,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","KABUTHU",33.499945,-13.878305,"KK/UF","1015",30,0,0,30,2,0.0666666666666667,30,2,0.0666666666666667,30,0,0,30,3,0.1,30,0,0,30,3,0.1
2012,NA,"LILONG","KACHISWE PRIMARY",33.44804,-14.02887,"KK/UF","1014",30,0,0,30,0,0,30,0,0,30,2,0.0666666666666667,30,0,0,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","KAFULU PRIMARY SCHOOL",16.896965,-7.002,"KK/UF","1014",30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","KAKULE PRIMARY SCHOOL",33.715755,-14.017765,"KK/UF","1114",30,7,0.233333333333333,30,10,0.333333333333333,30,14,0.466666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","KALONGA LEA SCHOOL",33.75659,-13.93882,"KK/UF","1114",30,5,0.166666666666667,30,6,0.2,30,10,0.333333333333333,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","KALUMBA PRIMARY SCHOOL",33.8081,-14.08027,"KK/UF","1114",30,0,0,30,0,0,30,0,0,30,2,0.0666666666666667,30,0,0,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","KAMKODOLA",33.73538,-13.941835,"KK/UF","1014",30,6,0.2,30,7,0.233333333333333,30,11,0.366666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","Kaundama",34.070705,-14.11557,"KK/UF","1015",30,6,0.2,30,12,0.4,30,16,0.533333333333333,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","KAWALE LEA SCHOOL",33.800245,-13.98891,"KK/UF","1013",30,5,0.166666666666667,30,5,0.166666666666667,30,8,0.266666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","KHANDA PRIMARY",33.457265,-14.00998,"KK/UF","1014",30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","KHUMULA PRIMARY SCHOOL",33.786435,-13.99559,"KK/UF","1014",30,0,0,30,3,0.1,30,3,0.1,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","LIWINGA J.P. SCHOOL",33.346815,-13.895795,"KK/UF","1014",30,2,0.0666666666666667,30,2,0.0666666666666667,30,3,0.1,30,0,0,30,8,0.266666666666667,30,0,0,30,8,0.266666666666667
2012,NA,"LILONG","M'BUKA LEA SCHOOL",33.77811,-14.01436,"KK/UF","1014",30,7,0.233333333333333,30,4,0.133333333333333,30,10,0.333333333333333,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","MAKUMBI",33.650555,-13.862325,"KK/UF","1015",30,6,0.2,30,4,0.133333333333333,30,9,0.3,30,0,0,29,4,NA,30,0,0,30,4,0.133333333333333
2012,NA,"LILONG","MALEMBE PRIMARY",33.770445,-13.871085,"KK/UF","1015",30,4,0.133333333333333,30,0,0,30,4,0.133333333333333,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","MALIMBE F.P.",33.560285,-13.932235,"KK/UF","1015",30,7,0.233333333333333,30,0,0,30,7,0.233333333333333,30,0,0,29,0,NA,30,0,0,30,0,0
2012,NA,"LILONG","MALIMBWE F.P. SCHOOL",33.806175,-14.20325,"KK/UF","1114",30,4,0.133333333333333,30,0,0,30,4,0.133333333333333,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","MATAPILA F.P. SCHOOL",33.9719,-14.00951,"KK/UF","0914",30,3,0.1,30,9,0.3,30,9,0.3,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","MBENDERA PRIMARY",33.608895,-14.10739,"KK/UF","1014",30,11,0.366666666666667,30,0,0,30,11,0.366666666666667,30,3,0.1,30,0,0,30,0,0,30,3,0.1
2012,NA,"LILONG","MBIDZI LEA SCHOOL",33.75523,-13.99736,"KK/UF","1014",30,3,0.1,30,0,0,30,3,0.1,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","MCHESI LEA SCHOOL",33.78918,-13.98681,"KK/UF","1013",30,0,0,30,5,0.166666666666667,30,5,0.166666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","MITUNDU PRIMARY",33.778495,-14.245625,"KK/UF","1014",30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","MLODZA LEA SCHOOL",33.818835,-14.009885,"KK/UF","1014",30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","MNGONGONDA PRIMARY",33.63719,-13.938775,"KK/UF","1014",30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","Mphangula F.P School",33.968645,-14.05539,"KK/UF","1015",30,3,0.1,30,3,0.1,30,5,0.166666666666667,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
2012,NA,"LILONG","MSAMBARCHIKHO P/S",33.811895,-77.044025,"KK/UF","1014",30,6,0.2,30,2,0.0666666666666667,30,7,0.233333333333333,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","Mselera Primary",33.657695,-14.30847,"KK/UF","1014",30,5,0.166666666666667,30,0,0,30,5,0.166666666666667,30,2,0.0666666666666667,30,2,0.0666666666666667,30,0,0,30,3,0.1
2012,NA,"LILONG","MTEMAMBALAME PRIMARY SCH",33.653415,-13.79049,"KK/UF","1015",30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667,30,0,0,30,0,0,30,0,0,30,0,0
2012,NA,"LILONG","MTSIRIZA LEA",33.737075,-13.952125,"KK/UF","1014",30,6,0.2,30,7,0.233333333333333,30,9,0.3,30,0,0,30,2,0.0666666666666667,30,0,0,30,2,0.0666666666666667
