"Year","District","School","Long","Lat","Test","Age","Shprev","Smanprev","anySCHprev"
2018,"balaka","chimera",35.20370636,-15.02901281,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"balaka","dalabani",35.0217718,-14.87543,"KK/UF","1014",0.1,0,0.1
2018,"balaka","ferry",35.20815792,-15.05229812,"KK/UF","1014",0,0,0
2018,"balaka","kapalamula",34.8962424,-14.9571773,"KK/UF","1013",0.0333333333333333,0.037037037037037,0.0666666666666667
2018,"balaka","kapandatsisti",35.0971885,-14.9658799,"KK/UF","1014",0,0,0
2018,"balaka","mgomwa",35.0206674,-15.2305398,"KK/UF","1013",0.0333333333333333,0.0333333333333333,0.0666666666666667
2018,"balaka","mmanga",35.1848263,-15.0467449,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"balaka","mpiniumodzi",35.11688244,-14.84835358,"KK/UF","1014",0,0,0
2018,"balaka","mponda",34.9443327,-14.9856327,"KK/UF","1014",0,0,0
2018,"balaka","mthumba",35.0319979,-14.9374388,"KK/UF","1014",0,0,0
2018,"balaka","mtsimuke",34.9551464,-15.2632046,"KK/UF","1012",0,0,0
2018,"balaka","muthe",35.03260985,-15.12019287,"KK/UF","1014",0,0,0
2018,"balaka","namalomba",35.2011984,-14.8455053,"KK/UF","1014",0,0,0
2018,"balaka","namanolo",35.1877208,-15.002469,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"balaka","ng_onga",35.0327829,-15.0240204,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"balaka","rivirivi",34.9341712,-15.0262449,"KK/UF","1014",0.0666666666666667,0.0333333333333333,0.1
2018,"balaka","ulongwe_2",35.1716807,-14.8447552,"KK/UF","1014",0.0344827586206897,0,0.0344827586206897
2018,"balaka","yiwula",34.9980324,-14.8204353,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"blantyre_city","bangwe_catholic",35.0886638,-15.8244482,"KK/UF","1013",0,0,0
2018,"blantyre_city","chichiri",35.0437458,-15.802885,"KK/UF","1013",0.0333333333333333,0.0333333333333333,0.0666666666666667
2018,"blantyre_city","chilomoni_",34.97847382,-15.77853196,"KK/UF","1013",0,0,0
2018,"blantyre_city","future_leaders",34.9790481,-15.7635657,"KK/UF","1014",0,0,0
2018,"blantyre_city","kanjedza",35.0513162,-15.8124157,"KK/UF","1014",0,0,0
2018,"blantyre_city","kapeni_demonstration",35.0397763,-15.831969,"KK/UF","1014",0.0333333333333333,0.0333333333333333,0.0666666666666667
2018,"blantyre_city","limbe",35.0551647,-15.8093431,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"blantyre_city","little_chaps",34.99992717,-15.76389507,"KK/UF","1014",0,0,0
2018,"blantyre_city","love_of_god",35.0104054,-15.7460723,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"blantyre_city","mapazi",35.0894728,-15.698259,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"blantyre_city","mbayani_2",35.0091363,-15.7740559,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"blantyre_city","mpachika",35.014622,-15.8816117,"KK/UF","1014",0,0,0
2018,"blantyre_city","namame",35.0410056,-15.8551462,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"blantyre_city","panuel",35.07714553,-15.7746668,"KK/UF","1013",0,0,0
2018,"blantyre_city","thandiwe",35.0065999,-15.7736351,"KK/UF","1014",0,0,0
2018,"blantyre_rural","andiseni",34.9108137,-15.6764975,"KK/UF","1014",0,0.0666666666666667,0.0666666666666667
2018,"blantyre_rural","chigombe",34.8704595,-15.5988583,"KK/UF","1014",0.0333333333333333,0.0333333333333333,0.0666666666666667
2018,"blantyre_rural","chisawani",34.9618598,-15.8736396,"KK/UF","1014",0,0,0
2018,"blantyre_rural","chivumbe",35.0658315,-15.4745486,"KK/UF","1014",0.2,0,0.2
2018,"blantyre_rural","green_acres",35.0790978,-15.7328397,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"blantyre_rural","kachanga",34.9805402,-15.6860275,"KK/UF","1014",0.133333333333333,0,0.133333333333333
2018,"blantyre_rural","kachere_1",34.9355797,-15.5885554,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"blantyre_rural","katete",35.0195835,-15.4004374,"KK/UF","1014",0,0,0
2018,"blantyre_rural","lunzu",35.019648,-15.6484158,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"blantyre_rural","manyowe",34.9833825,-15.81052084,"KK/UF","1014",0,0,0
2018,"blantyre_rural","matindi",35.02434272,-15.59296372,"KK/UF","1014",0,0,0
2018,"blantyre_rural","mdeka",34.9368242,-15.4748503,"KK/UF","1011",0,0,0
2018,"blantyre_rural","michiru",34.9506049,-15.6981493,"KK/UF","1013",0.0666666666666667,0,0.0666666666666667
2018,"blantyre_rural","ngonga",35.0230967,-15.5498315,"KK/UF","1014",0,0,0
2018,"blantyre_rural","ngumbe",35.0039306,-15.695664,"KK/UF","1014",0,0,0
2018,"blantyre_rural","nkolokoti",35.07587675,-15.76328064,"KK/UF","1013",0,0,0
2018,"chiradzulu","chikangulu",35.2803807,-15.7838358,"KK/UF","1014",0.166666666666667,0.0333333333333333,0.2
2018,"chiradzulu","chimwankhunda",35.24853389,-15.71297018,"KK/UF","1014",0,0,0
2018,"chiradzulu","chiradzulu_f_p_school",35.1843087,-15.7015096,"KK/UF","1013",0,0,0
2018,"chiradzulu","choda",35.2465327,-15.8837542,"KK/UF","1114",0,0,0
2018,"chiradzulu","litchenza_f_p_school",35.2702556,-15.918821,"KK/UF","1014",0,0,0
2018,"chiradzulu","malire",35.3117778,-15.891505,"KK/UF","1013",0.266666666666667,0.0333333333333333,0.3
2018,"chiradzulu","mombezi",35.29277335,-15.7114981,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"chiradzulu","muluma",35.2323253,-15.6038808,"KK/UF","1014",0.366666666666667,0.448275862068966,0.6
2018,"chiradzulu","namadidi_f_p_school",35.2954892,-15.8751614,"KK/UF","1014",0.2,0,0.2
2018,"chiradzulu","namitambo_",35.2619326,-15.8425706,"KK/UF","1014",0.133333333333333,0.1,0.2
2018,"chiradzulu","nankhundi_cdss",35.2206775,-15.6758393,"KK/UF","1214",0,0,0
2018,"chiradzulu","ndunde_ccap_school",35.2437656,-15.6989736,"KK/UF","1014",0.0333333333333333,0.0666666666666667,0.1
2018,"chiradzulu","nguludi_boys_f_p_school",35.168283,-15.7998989,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"chiradzulu","nguludi_girls_f_p_school",35.1685482,-15.8007937,"KK/UF","1014",0,0,0
2018,"chiradzulu","zaone",35.1030595,-15.8353791,"KK/UF","1013",0,0,0
2018,"lilongwe_city","athens_l_l_pvt_school",33.7302771,-14.0073891,"KK/UF","1014",0,0,0
2018,"lilongwe_city","biwi_lea_school",33.7905631,-14.0034658,"KK/UF","1014",0,0,0
2018,"lilongwe_city","chankhandwe_lea",33.7291496,-14.0072023,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"lilongwe_city","chejika_pvt",33.7778434,-13.9419258,"KK/UF","1014",0,0,0
2018,"lilongwe_city","chinsapo__lea_school",33.7313273,-14.0139398,"KK/UF","1014",0.166666666666667,0.0357142857142857,0.166666666666667
2018,"lilongwe_city","chipala",33.77256386,-13.90469789,"KK/UF","1014",0,0,0
2018,"lilongwe_city","grace_spring_christian_pvt_school",33.76095382,-13.94108371,"KK/UF","1014",0,0,0
2018,"lilongwe_city","guide_us_education_centre",33.8244989,-14.0029898,"KK/UF","1014",0,0,0
2018,"lilongwe_city","kabwabwa_school",33.7608395,-13.8851628,"KK/UF","1014",0,0.0344827586206897,0.0333333333333333
2018,"lilongwe_city","kafulu_lea_school",33.7939033,-14.0053114,"KK/UF","1014",0,0,0
2018,"lilongwe_city","kakule__c_p_school",33.7158128,-14.0176646,"KK/UF","1014",0.0333333333333333,0.0333333333333333,0.0666666666666667
2018,"lilongwe_city","kamkodola_lea",33.73548417,-13.94161112,"KK/UF","1014",0,0,0
2018,"lilongwe_city","kawale_lea_school",33.8001068,-13.9889948,"KK/UF","1014",0,0,0
2018,"lilongwe_city","khumula_school",33.7862861,-13.9952443,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_city","lilongwe_demo_school",33.7764343,-13.8919725,"KK/UF","1014",0,0,0
2018,"lilongwe_city","mbuka",33.778055,-14.0143571,"KK/UF","1014",0,0,0
2018,"lilongwe_city","mchesi_school",33.7891659,-13.9866856,"KK/UF","1013",0,0,0
2018,"lilongwe_city","microtech_pvt",33.8215667,-13.9987927,"KK/UF","1014",0,0,0
2018,"lilongwe_city","mlodza_school",33.8195354,-14.0097276,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"lilongwe_city","msambachikho",33.8123258,-14.0443955,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_city","mtsiriza_school",33.7372056,-13.9521191,"KK/UF","1014",0,0,0
2018,"lilongwe_city","nguluwe_school",33.7072896,-14.0051034,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"lilongwe_city","ngwenya_school",33.802358,-14.0228446,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_city","patrick_pvt_school",33.7749576,-13.916172,"KK/UF","1014",0,0,0
2018,"lilongwe_city","shire_urban_lea_school",33.7437597,-13.9242472,"KK/UF","1014",0,0,0
2018,"lilongwe_city","sos_primary_school",33.7926874,-14.0191256,"KK/UF","1014",0,0,0
2018,"lilongwe_city","sunnyside_pvt",33.721725,-14.0154938,"KK/UF","1014",0,0,0
2018,"lilongwe_city","uplift_pvt",33.7359255,-13.9428484,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_city","wisdom_foundation_pvt_school",33.7475186,-13.9178476,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","chibubu",33.891604,-14.1285698,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_rural_east","chiponde",33.8581896,-13.7836024,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"lilongwe_rural_east","chiunjiza",33.6700942,-14.4070617,"KK/UF","1014",0.0333333333333333,0.0344827586206897,0.0666666666666667
2018,"lilongwe_rural_east","chiyembekezo",33.7282053,-14.1853116,"KK/UF","1014",0.133333333333333,0.0333333333333333,0.133333333333333
2018,"lilongwe_rural_east","dembo",33.9253687,-14.155381,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","diaphwi",33.8131832,-14.3298494,"KK/UF","1014",0.0666666666666667,0.0344827586206897,0.1
2018,"lilongwe_rural_east","kalonga_cdss",33.6682977,-14.2007414,"KK/UF","1414",0,0,0
2018,"lilongwe_rural_east","kanthonga_school",33.9718525,-13.8394174,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","katobo",33.6397971,-14.1967021,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_rural_east","kazika",33.90515788,-14.22582004,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","makanya",33.93746095,-14.18846832,"KK/UF","1013",0,0,0
2018,"lilongwe_rural_east","matapila",33.97237333,-14.00939619,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","mlale_seminary",33.7569884,-14.2362603,"KK/UF","1114",0,0,0
2018,"lilongwe_rural_east","mlodzenzi",33.909587,-14.2824646,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"lilongwe_rural_east","mpemba",33.838838,-14.2334098,"KK/UF","1014",0.2,0.0666666666666667,0.266666666666667
2018,"lilongwe_rural_east","msambang_ombe_fp_school",33.93975,-13.7785115,"KK/UF","1014",0.0666666666666667,0.103448275862069,0.133333333333333
2018,"lilongwe_rural_east","msanja",33.9896499,-13.96873714,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_rural_east","mselera_cdss",33.6576944,-14.3128832,"KK/UF","1214",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_rural_east","mwatibu",33.9114532,-14.0791407,"KK/UF","1014",0.0666666666666667,0.0689655172413793,0.0666666666666667
2018,"lilongwe_rural_east","namangwe__school",33.87631,-13.852184,"KK/UF","1014",0,0.0689655172413793,0.0666666666666667
2018,"lilongwe_rural_east","ng_ozi",33.88961,-14.0330119,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","nyawale",33.89223811,-14.30359966,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_east","sanjiko",33.8891091,-14.0335406,"KK/UF","1014",0.4,0.0333333333333333,0.433333333333333
2018,"lilongwe_rural_east","simalambo",33.6462059,-14.22722,"KK/UF","1012",0.0666666666666667,0,0.0666666666666667
2018,"lilongwe_rural_east","tione",33.6300429,-14.3383662,"KK/UF","1014",0.166666666666667,0,0.166666666666667
2018,"lilongwe_rural_west","amwiri",33.4434647,-14.1569117,"KK/UF","1014",0.1,0,0.1
2018,"lilongwe_rural_west","chikhutu",33.6821306,-13.748348,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"lilongwe_rural_west","chilinda",33.5623116,-14.0951633,"KK/UF","1014",0.0666666666666667,0.1,0.166666666666667
2018,"lilongwe_rural_west","chimgonera",33.5504762,-14.1582764,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_rural_west","chitedze_",33.6469585,-13.9832615,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","dzama",33.2848168,-13.856301,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"lilongwe_rural_west","dzenza",33.746264,-13.8782939,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","gome",33.5919306,-13.9578333,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"lilongwe_rural_west","kabudula",33.44623621,-13.81774344,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","kabuthu",33.49984597,-13.87819306,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","kalonga",33.5805368,-13.7769903,"KK/UF","1014",0.1,0,0.1
2018,"lilongwe_rural_west","kambwa",33.5054438,-13.7617675,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","kamzimbi",33.43480424,-13.71010838,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","kaphira",33.4585845,-14.1332726,"KK/UF","1014",0.1,0,0.1
2018,"lilongwe_rural_west","katete",33.592272,-14.2045202,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"lilongwe_rural_west","liwinga",33.34691388,-13.89592329,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","malimbe",33.56014562,-13.93222062,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","mbendera",33.6085808,-14.1074381,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","mkoko",33.34540419,-13.91890293,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","mkungula",33.5852327,-14.1368933,"KK/UF","1013",0,0,0
2018,"lilongwe_rural_west","mpondamwala",33.4524743,-13.6330748,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"lilongwe_rural_west","sankhani",33.6722457,-13.9583387,"KK/UF","1014",0,0,0
2018,"lilongwe_rural_west","sendwe_cdss",33.4086388,-13.5420237,"KK/UF","1314",0,0,0
2018,"lilongwe_rural_west","simumbe",33.3986273,-13.9087063,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"mzimba_north","_ezondweni",33.7478832,-11.3961213,"KK/UF","1014",0,0,0
2018,"mzimba_north","_lumemo",33.8429787,-11.0353649,"KK/UF","1013",0,0,0
2018,"mzimba_north","champhamba",33.6793492,-11.5106816,"KK/UF","1014",0,0,0
2018,"mzimba_north","chasamba",33.41424583,-11.2048637,"KK/UF","1014",0,0,0
2018,"mzimba_north","ehlekweni",33.8467859,-11.4176172,"KK/UF","1013",0.1,0,0.1
2018,"mzimba_north","emvuyeni",33.8249556,-11.3708257,"KK/UF","1014",0,0,0
2018,"mzimba_north","enukweni",33.8828266,-11.1802475,"KK/UF","1013",0.0666666666666667,0,0.0666666666666667
2018,"mzimba_north","holera",33.875614,-11.166235,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzimba_north","kafululu",33.79687539,-11.51533096,"KK/UF","1014",0,0,0
2018,"mzimba_north","kakululu",33.5857337,-11.4020775,"KK/UF","1014",0.166666666666667,0,0.166666666666667
2018,"mzimba_north","kampondo",33.4684709,-11.2464746,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"mzimba_north","kapondero",33.9867875,-11.2565717,"KK/UF","1014",0,0,0
2018,"mzimba_north","luhomero",33.9453616,-11.2673682,"KK/UF","1014",0,0,0
2018,"mzimba_north","matala",33.6111716,-11.379959,"KK/UF","1014",0.1,0,0.1
2018,"mzimba_north","matuli",33.89687013,-11.48686957,"KK/UF","1012",0,0,0
2018,"mzimba_north","mtndula",33.4751991,-11.224971,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"mzimba_north","mzalangwe",33.5657932,-11.6085131,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzimba_north","mzambazi",33.4493996,-11.4273194,"KK/UF","1014",0,0,0
2018,"mzimba_north","nyeremukile",33.50769653,-11.55588173,"KK/UF","1013",0,0,0
2018,"mzimba_north","sasa",33.5377209,-11.5845215,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzimba_north","st_michaels",33.8909643,-11.3730697,"KK/UF","1014",0,0,0
2018,"mzimba_north","zowe",33.5003565,-11.4485309,"KK/UF","1014",0,0,0
2018,"mzimba_south","chinungu",33.4934028,-12.0227407,"KK/UF","1014",0,0,0
2018,"mzimba_south","chipata",33.5731643,-12.2982965,"KK/UF","1014",0,0,0
2018,"mzimba_south","chizimya",33.3800335,-12.1241443,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"mzimba_south","edingeni",33.311802,-12.045373,"KK/UF","1014",0,0,0
2018,"mzimba_south","kalikumbi",33.3342865,-12.2020915,"KK/UF","1014",0,0,0
2018,"mzimba_south","kalowa",33.57648664,-11.85889888,"KK/UF","1013",0,0,0
2018,"mzimba_south","kamilawanthu",33.6451492,-12.607033,"KK/UF","1014",0.133333333333333,0,0.133333333333333
2018,"mzimba_south","kamombwa",33.3880929,-11.8611851,"KK/UF","1014",0.166666666666667,0.166666666666667,0.3
2018,"mzimba_south","kavyeyo",33.4546839,-12.1324177,"KK/UF","1012",0,0,0
2018,"mzimba_south","kazengo",33.5844882,-11.9060946,"KK/UF","1013",0.1,0,0.1
2018,"mzimba_south","kazingilira",33.6494231,-12.2828068,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzimba_south","mabiri",33.42850363,-12.24503536,"KK/UF","1014",0,0,0
2018,"mzimba_south","makazi",33.4034578,-11.9452162,"KK/UF","1014",0,0,0
2018,"mzimba_south","manyamula",33.4402475,-11.9376299,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzimba_south","matikija",33.3928248,-12.1675336,"KK/UF","1014",0,0,0
2018,"mzimba_south","mgungulu",33.7048247,-12.2114352,"KK/UF","1014",0,0,0
2018,"mzimba_south","mkazimasika",33.5796272,-12.5346305,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"mzimba_south","mtelemuka",33.4037471,-11.8148968,"KK/UF","1014",0,0,0
2018,"mzimba_south","mtenthe",33.49040603,-11.85764029,"KK/UF","1014",0,0,0
2018,"mzimba_south","mthonje",33.37053648,-11.77521522,"KK/UF","1014",0,0,0
2018,"mzimba_south","mzimba_lea",33.5895709,-11.8906069,"KK/UF","1013",0,0,0
2018,"mzimba_south","nkhutu",33.70854,-12.2971496,"KK/UF","1014",0,0,0
2018,"mzimba_south","thambani",33.496027,-11.9880065,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"mzimba_south","thoza",33.5237611,-12.0846749,"KK/UF","1014",0,0,0
2018,"mzimba_south","zubachulu",33.5049572,-11.9277304,"KK/UF","1014",0,0,0
2018,"mzuzu_city","area_1b",33.9944379,-11.4042938,"KK/UF","1014",0,0,0
2018,"mzuzu_city","chamalaza",34.0423267,-11.3753795,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"mzuzu_city","chiputula",34.01921279,-11.43692312,"KK/UF","1014",0,0,0
2018,"mzuzu_city","doroba",33.9856026,-11.3589785,"KK/UF","1014",0.0666666666666667,0.0333333333333333,0.1
2018,"mzuzu_city","geisha",33.9840617,-11.4797448,"KK/UF","1014",0,0,0
2018,"mzuzu_city","katawa",34.02731834,-11.44434155,"KK/UF","1013",0,0,0
2018,"mzuzu_city","katoto",34.0093668,-11.4588527,"KK/UF","1014",0,0,0
2018,"mzuzu_city","kaviwale",33.9789583,-11.4549779,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzuzu_city","lunyangwa",34.0256605,-11.4516321,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"mzuzu_city","masasa",34.0222569,-11.4754929,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"mzuzu_city","mchengautuwa_i",33.9929883,-11.4554607,"KK/UF","1014",0,0,0
2018,"mzuzu_city","mganthira",34.0465694,-11.432501,"KK/UF","1013",0,0,0
2018,"mzuzu_city","moyale",34.0372776,-11.4574072,"KK/UF","1013",0,0,0
2018,"mzuzu_city","msongwe",34.0436578,-11.4694101,"KK/UF","1014",0,0,0
2018,"mzuzu_city","mzuzu_ccap",34.0217504,-11.459405,"KK/UF","1014",0,0,0
2018,"mzuzu_city","mzuzu_foundation",33.9902145,-11.4252442,"KK/UF","1012",0,0,0
2018,"mzuzu_city","nambo",33.9815904,-11.4706444,"KK/UF","1014",0,0,0
2018,"mzuzu_city","nkhorongo",33.9860865,-11.3896378,"KK/UF","1014",0.1,0,0.1
2018,"mzuzu_city","sonda",33.97129438,-11.44082238,"KK/UF","1012",0,0,0
2018,"mzuzu_city","st_peters",34.0252237,-11.4526514,"KK/UF","1014",0,0,0
2018,"neno","chipindu_school",34.5917198,-15.6398228,"KK/UF","1014",0,0.0666666666666667,0.0666666666666667
2018,"neno","chirimbondo_school",34.57457685,-15.38705978,"KK/UF","1013",0,0,0
2018,"neno","chitika_school",34.6191793,-15.3927636,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"neno","chiuli_school",34.6950569,-15.3873533,"KK/UF","1014",0,0,0
2018,"neno","jimbe_school",34.6960355,-15.5537362,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"neno","kholombidzo_school",34.9026617,-15.3785339,"KK/UF","1014",0,0,0
2018,"neno","ligowe_school",34.652183,-15.4750346,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"neno","lisungwi_school",34.77676447,-15.4360091,"KK/UF","1014",0,0,0
2018,"neno","makali_school",34.6555005,-15.524926,"KK/UF","1014",0,0,0
2018,"neno","malizakamba_school",34.8200202,-15.4585494,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"neno","mchenga_school",34.630071,-15.255847,"KK/UF","1014",0,0,0
2018,"neno","mulaza_school",34.81026125,-15.43162448,"KK/UF","1014",0,0,0
2018,"neno","muonekera_school",34.7108402,-15.4146092,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"neno","muwangawokhota_school",34.6121214,-15.4555984,"KK/UF","1013",0,0,0
2018,"neno","namapanga_school",34.58995182,-15.45822562,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"neno","neno_school",34.6104465,-15.4365421,"KK/UF","1014",0,0,0
2018,"neno","nkhande_jp_school_chool",34.7649834,-15.4413329,"KK/UF","1014",0,0,0
2018,"neno","nkhombe_fp_school",34.7781663,-15.4119954,"KK/UF","1014",0,0,0
2018,"neno","nsambe_school",34.6124993,-15.2584339,"KK/UF","1014",0,0,0
2018,"neno","nsawedza_school",34.9349829,-15.2921034,"KK/UF","1014",0,0.0333333333333333,0.0333333333333333
2018,"ntcheu","bemvu",34.7123128,-14.8766208,"KK/UF","1014",0.0666666666666667,0.0666666666666667,0.1
2018,"ntcheu","bonongwe",34.8102917,-15.0487313,"KK/UF","1014",0,0,0
2018,"ntcheu","chauta",34.692836,-14.6413589,"KK/UF","1014",0,0,0
2018,"ntcheu","chigodi",34.54067065,-14.49115068,"KK/UF","1014",0,0,0
2018,"ntcheu","gomeza",34.6777859,-14.9030129,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"ntcheu","kandoma",34.6699989,-15.0387716,"KK/UF","1014",0,0,0
2018,"ntcheu","kanyimbo",34.5381283,-14.7175322,"KK/UF","1013",0,0,0
2018,"ntcheu","kapalamula",34.7142146,-14.7297892,"KK/UF","1014",0,0,0
2018,"ntcheu","kasisi",34.8229581,-14.9998819,"KK/UF","1014",0,0,0
2018,"ntcheu","kateza",34.9435697,-14.7578669,"KK/UF","1012",0,0,0
2018,"ntcheu","malenga",34.7662697,-14.98891,"KK/UF","1014",0,0,0
2018,"ntcheu","matchereza_pri",34.8483604,-15.2039066,"KK/UF","1014",0,0.1,0.1
2018,"ntcheu","mbwelera",34.7908615,-14.5939935,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"ntcheu","mphepo_zinai",34.66565907,-14.73729601,"KK/UF","1013",0,0,0
2018,"ntcheu","msanza",34.8254228,-14.6457474,"KK/UF","1014",0,0,0
2018,"ntcheu","muthe",34.946734,-14.7791346,"KK/UF","1014",0,0.0666666666666667,0.0666666666666667
2018,"ntcheu","mwadzaza",34.752441,-15.0497798,"KK/UF","1014",0.133333333333333,0,0.133333333333333
2018,"ntcheu","njolomole",34.5519731,-14.6489962,"KK/UF","1013",0.0333333333333333,0,0.0333333333333333
2018,"ntcheu","nsangu",34.7044782,-14.8537718,"KK/UF","1013",0,0,0
2018,"ntcheu","phanga_pri",34.71950063,-14.34556419,"KK/UF","1014",0,0,0
2018,"ntcheu","sharpevalley",34.73862797,-14.6120903,"KK/UF","1014",0,0,0
2018,"ntcheu","tsangano_primary",34.6186186,-15.1764479,"KK/UF","1014",0,0,0
2018,"ntchisi","badanjala",33.8855098,-13.3349719,"KK/UF","1014",0.0666666666666667,0,0.0666666666666667
2018,"ntchisi","chadaka",34.0540291,-13.4195029,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"ntchisi","chanjoka",34.01329097,-13.19961059,"KK/UF","1014",0,0,0
2018,"ntchisi","chimwala",33.95218666,-13.50740293,"KK/UF","1014",0,0,0
2018,"ntchisi","gobede",34.1164334,-13.4406826,"KK/UF","1014",0,0,0
2018,"ntchisi","gwangwa",33.8025339,-13.4234715,"KK/UF","1014",0,0,0
2018,"ntchisi","kabumba",33.8234177,-13.1341203,"KK/UF","1012",0.0333333333333333,0,0.0333333333333333
2018,"ntchisi","kafantandala",34.0742608,-13.5170969,"KK/UF","1014",0.0333333333333333,0,0.0333333333333333
2018,"ntchisi","kamsonga",33.7990183,-13.2760093,"KK/UF","1014",0.133333333333333,0,0.133333333333333
2018,"ntchisi","kandawe",33.8587651,-13.2868407,"KK/UF","1014",0.1,0.0689655172413793,0.166666666666667
2018,"ntchisi","kapombe",33.93050643,-13.43401251,"KK/UF","1014",0,0,0
2018,"ntchisi","kasamba",33.8498076,-13.1682636,"KK/UF","1014",0,0,0
2018,"ntchisi","kaziwa",33.9242215,-13.4020254,"KK/UF","1114",0,0,0
2018,"ntchisi","mbomba",33.8183377,-13.1651166,"KK/UF","1013",0.1,0,0.1
2018,"ntchisi","mkwalawanjovu",33.8013087,-13.3310672,"KK/UF","1014",0,0,0
